,date,tweet,username,retweet,nlikes,nreplies,nretweets,near
78,2020-06-11 17:20:10,"After all it’s the safest place on earth. 
•
•
•
•
#harrypotter #gringotts #gringottsbank #love #universalorlando #uo #uoap #love #universallove #dragon #passholderlife #orlandomom #universalmom #universalmoments…  https://www.instagram.com/p/CBTY6OxjML3/?igshid=1j9tgjlue5uz0 …",sarahhhmarie27,False,0,0,0,United States
79,2020-06-11 17:16:44,"When the 1st Harry Potter book dropped, I was already too old for it",mjwatts1983,False,1,0,0,United States
80,2020-06-11 16:58:49,"JK Rowling out here not protecting my investment of first edition Harry Potter novels. You hate to see it. Devaluing a whole brand. Because you’re transphobic. Why do I have live in a dimension this exists inside of, the maker of the wizarding world has an issue with TRANS RIGHTs",amyisntfunny,False,2,1,0,United States
81,2020-06-11 16:56:27,"I'm A Trans Harry Potter Fan, And There Are A Few Things I Want J.K. Rowling To Know
 https://www.huffpost.com/entry/jk-rowling-transgender-harry-potter-fan_n_5ee17ed4c5b6c727a2a491c5 …",JerryLynnFan,False,0,0,0,United States
82,2020-06-11 16:56:23,I’ll always love Harry Potter and always be a Hufflepuff but she is no longer my hero as sad as that makes me.,clairecre8tes,False,0,1,0,United States
83,2020-06-11 16:52:22,"JKR: *tweets*
The whole Harry Potter cast:  pic.twitter.com/QT5vZ3HSfx",CarlyTargaryen,False,2,0,0,United States
84,2020-06-11 16:51:59,Am I still the only person mad about Harry Potter changing the actress of Lavender ?,_thatMDgirl,False,4,2,0,United States
85,2020-06-11 16:50:51,Sooo greatful i was never given the opportunity to get a Harry Potter tattoo😌,m_dancelle,False,5,1,1,United States
86,2020-06-11 16:50:04,"Harry Potter. I never understood why everyone liked it. Tried it as a kid, left a sour taste in my mouth. Thank god.  https://twitter.com/chanelletime/status/1270886248844943367 …",_RachelVictor_,False,1,0,0,United States
87,2020-06-11 16:43:09,Harry Potter And The Weaver Of Exclusion...,MorganeOgerBC,False,0,0,0,United States
88,2020-06-11 16:41:57,rick ross wrote harry potter,marymatthdalene,False,1,0,0,United States
89,2020-06-11 16:35:34,never in my LIFE. MY LIFE. have I been so glad I never went through with getting a Harry Potter tattoo. 18 year old me musta known something was not right there,veganvirgoddess,False,1,0,0,United States
90,2020-06-11 16:34:05,Can someone please educate me on if it is okay to still love Harry Potter and cancel JK Rowling?,MogesMobes,False,5,1,0,United States
91,2020-06-11 16:26:42,"The one thing Disney has never been able to do is start a franchise to directly compete with Harry Potter. Not Narnia, not Artemis Fowl, nothing.",KingKemman,False,4,0,0,United States
92,2020-06-11 16:22:14,"To my trans Harry Potter fans, I love you, I see you, and you don’t have to read books about magic to feel it because you ARE magic. I’m sorry girlfriend is being a TERF.",nashvillescoop,False,2,0,0,United States
93,2020-06-11 16:16:12,"Like Harry Potter, Ender’s Game, and free surprises? Until midnight tomorrow, pickup & enjoy free eBook of Games of Ganthrea. #YA #fantasy #free #freebook #HarryPotter #WritingCommunity #Olympics
 https://www.amazon.com/gp/aw/d/B08715MQ4T/ref=tmm_kin_title_0?ie=UTF8&qid=&sr= …",theAndyAdams,False,4,0,4,United States
94,2020-06-11 16:11:32,Today’s morning brew is Harry Potter themed! This Hufflepuff 💛s her coffee!⚡️@CFELISD #CFESummerFunBingo pic.twitter.com/kd0JTbEUxP – at The Coffee Muggle,_MrsLawrence_,False,6,0,0,United States
95,2020-06-11 16:06:07,"Warner Bros, the billion dollar studio behind Harry Potter, pledges 'inclusivity and empathy' in response to JK Rowling
 https://www.pinknews.co.uk/2020/06/11/warner-bros-harry-potter-inclusivity-empathy-jk-rowlings-anti-trans-anthony-ramos-glaad/ …",LaChantefluerie,False,0,0,0,United States
96,2020-06-11 16:05:41,Ginny Weasley declares 'trans women are women' as Harry Potter actor Bonnie Wright joins fierce backlash against JK Rowling    https://www.pinknews.co.uk/2020/06/11/bonnie-wright-ginny-weasley-jk-rowling-trans-rights-harry-potter-transphobia/ …,LaChantefluerie,False,0,0,0,United States
97,2020-06-11 16:02:27,"Awkward scrolling IG and seeing David Beckham reading Harry Potter, great timing 😳",Meghan652,False,0,0,0,United States
98,2020-06-11 15:53:20,Should feel vindicated that I wasn’t into the whole Harry Potter thing?,RAULIZM,False,4,0,0,United States
99,2020-06-11 15:44:42,Mfs will watch Harry Potter but not Star Wars 🥴  https://twitter.com/lexisggabrielle/status/1270869236093784064 …,AnzhelAndrew,False,6,0,0,United States
100,2020-06-11 15:29:01,"tumblr made me hate harry potter in 2014, and im rly glad u all do too now. RIP to anyone with a dumbass triangle tattoo in 2020.",cl0mme,False,9,0,0,United States
101,2020-06-11 15:19:48,"jk rowling is really causing a scene during pride month... if you knew me during my harry potter phase, please forget that era.",alyssaLITeralIy,False,4,0,0,United States
102,2020-06-11 15:15:09,Found out my ex had a double themed wedding (Harry Potter & Lord of the Rings) and I woke up this morning happy to have dodged that bullet.,JennaTMo,False,47,5,0,United States
103,2020-06-11 14:57:27,Someone from high school added me to some Harry Potter fan fic group on fb. What sort of insult is that ?,retro2go,False,9,2,0,United States
104,2020-06-11 14:57:05,"i know i’m reaaallllly late to the Harry Potter game, but i’m glad Harry went off on Aunt Marge the way he did in book 3. 😌",KassandraKAPOW,False,2,0,0,United States
105,2020-06-11 14:55:36,"Y'all remember the hook-nosed banking goblins from Harry Potter?
Or the slave elf that had zero hobbies or family history, and lived only to serve its master race, then ultimately died for a member of said master race?

I do.

Don't pretend there wasn't always issues.",mm_schill,False,13,1,2,United States
106,2020-06-11 14:41:32,To those protesting Jo Rowling by throwing away your HP books - she already has your money for those. Stop watching Harry Potter marathons so the rights become meaningless.,alex_s_freeman,False,7,0,0,United States
107,2020-06-11 14:38:56,Nope.  Not those Harry Potter jelly beans.,Nekrobomb,False,1,1,0,United States
108,2020-06-11 14:38:31,maybe now is time to admit i’ve never seen any harry potter movie,neatpotatoes,False,5,0,0,United States
109,2020-06-11 14:29:44,I was wondering if you really wrote the Harry Potter series ? @NICKIMINAJ,deaddieg0,False,0,0,0,United States
110,2020-06-11 14:26:24,"If you’re not willing to watch a trilogy of movies , like Lord of the rings , Harry Potter, Star Wars.. then I automatically think you’re close minded.. like if you’re bored ACTUALLY bored there are hours of educational morals for you to watch.. Bet they’d read the Bible tho. 🤷🏽‍♂️",GrooovyAl,False,0,0,0,United States
111,2020-06-11 14:21:42,"Hahaha fr like we BEEN KNEW, she’s been problematic for awhile, I stan Harry Potter NOT Rowling 😂",PhoebeMarie5,False,1,0,0,United States
112,2020-06-11 14:17:29,"I absolutely love how David Beckham read the Quidditch commentary on the Harry Potter at Home: Reading.

Perfect match. It also makes me miss MLS that much more.  pic.twitter.com/Crzyojp6J3",AlexCorderoWX,False,2,0,0,United States
113,2020-06-11 14:16:17,"Never read Harry Potter, and never had a desire to. Somehow when I loaded YT the other day (before JK Rowling was back in the spotlight), I had recommended clips for & from Harry Potter movies. I’m still confused",TylerCTraxler,False,0,0,0,United States
114,2020-06-11 14:14:43,@wbgames are we getting footage from that new Harry Potter RPG????,flashphotog15,False,1,0,0,United States
115,2020-06-11 14:13:04,"""Harry Potter scholars"" nah I'm good",CobraKeiser,False,5,0,0,United States
116,2020-06-11 14:10:27,Or a Harry Potter movie. Sorry 😐  https://twitter.com/lexisggabrielle/status/1270869236093784064 …,dejjjlove,False,0,2,0,United States
117,2020-06-11 14:10:13,Harry Potter reboot with Adam Sandler and Seth Rogan? Yes please  https://twitter.com/LightsCameraPod/status/1270808991778603010 …,jboyd302,False,0,0,0,United States
118,2020-06-11 14:07:44,"""Sitting squarely at the center of the Venn diagram for fans of Black Sabbath and Harry Potter, you will find Marijannah, the Singapore stoner metal quartet... Their [debut album] features 4 blazing epics that inject doom metal with a healthy dose of classic rock swagger.""",benjaminshannon,False,0,1,0,United States
119,2020-06-11 14:03:33,"Shoutout Lin-Manuel Miranda, author of Harry Potter  https://twitter.com/Lin_Manuel/status/1271061918837616640 …",camillepaskind,False,2,0,0,United States
120,2020-06-11 14:02:49,And Harry Potter world soooo,austinmoffett04,False,0,1,0,United States
121,2020-06-11 13:48:23,Seriously! Harry Potter is ruined for me😔,elle_horne,False,0,0,0,United States
122,2020-06-11 13:33:55,If Harry Potter taught you about love you have a small diseased mind.,proletariataf,False,1,0,0,United States
123,2020-06-11 13:30:33,So proud of Emma Watson for writing the Harry Potter series at the young age of 8.  https://twitter.com/EmmaWatson/status/1270826851070619649 …,sammestein,False,5,0,1,United States
124,2020-06-11 13:15:10,HAPPY FRIYAY TO ME AND TERRY🎉🎉Weighing in TWO days early because we have an adventure to Universal and Islands of Adventure planned!😍I AM SO EXCITED BECAUSE I HAVE NEVER BEEN!! I AM SO PUMPED FOR HARRY POTTER! 🥰 I…  https://www.instagram.com/p/CBS831uhsCF/?igshid=4o1a33fdr6bv …,luvtobfitness,False,0,0,0,United States
125,2020-06-11 13:07:32,i love the collective force of every harry potter cast member literally just telling jk rowling to fuck off trans women are women💖. smthn so beautiful abt that for me 💖,haidanmoore,False,1,0,0,United States
126,2020-06-11 12:59:13,"Was about to put Henry’s cute cartoon Harry Potter shirt on him today, and then decided “hmmm....nope” and switched to a Halloween Star Wars shirt. 🤷‍♀️",cuppy,False,14,1,0,United States
127,2020-06-11 12:54:48,"Lin-Manuel Miranda wrote Harry Potter,,, I don’t know a JK Rowling",LlNcorrect,False,1,0,0,United States
128,2020-06-11 12:54:25,Why are they dressed like Harry Potter when he lived under the cupboard?,Teresa_Saavedra,False,0,0,0,United States
129,2020-06-11 12:53:55,Lin Manuel Miranda wrote Harry Potter  https://twitter.com/Lin_Manuel/status/1271061918837616640 …,LlNcorrect,False,2,0,0,United States
130,2020-06-11 12:53:46,Teachers need to reconsider using Harry Potter novels and references in classrooms. J.R. Rowlings has made it clear she is transphobic and intolerant of this demographic. Students are self identifying at young ages. Let’s promote equality of genders.,Consuelachacha,False,4,0,2,United States
131,2020-06-11 12:43:14,"Patty Jenkins reboots Harry Potter with Donald Glover and Michael B. Jordan HELLO YES PLEASE??? Make it black, gay, and trans pls and thx  https://twitter.com/LightsCameraPod/status/1270808991778603010 …",zombolouge,False,3,0,0,United States
132,2020-06-11 12:14:25,"To all the Harry Potter fans who are upset, the LOTR community welcomes you.  pic.twitter.com/Ln5R89JMns",CotterFranklin,False,1,0,0,United States
133,2020-06-11 11:57:29,"Continually refusing to read Harry Potter over the years has me chest-out proud these days. 
#notonesentence",AnthonyPomonis,False,1,0,0,United States
134,2020-06-11 11:53:49,"As a trans person who used to be a Harry Potter fan, I'm honestly glad that she showed her colors. Now I know what she really thinks.",NihilSegniter,False,6,2,0,United States
135,2020-06-11 11:41:50,"@britneyspears is so talented, I wonder how she found time to write the entire Harry Potter series? #jkrowlingisaterf #JKRowlingIsADeathEater pic.twitter.com/AfAS2gcsWp",TheRealDanniel,False,2,0,1,United States
136,2020-06-11 11:15:29,"6. Sadly, for many, these simple things are scary. They stay in closets to prevent bullying or harrassment. 

Come on, if Harry Potter taught us anything it’s that no one should live in the closet! 

I don’t care what bathroom you use...",SoOvaryActing,False,0,1,0,United States
137,2020-06-11 10:46:29,Never even seen Harry Potter.  I have a Star Wars bathroom,CoDawg24,False,0,0,0,United States
138,2020-06-11 09:56:03,As a person with 2 Harry Potter tattoos (& planning a sleeve of such) let me make this clear: FUCK JK ROWLING. Potter was now a creation from Warner Bros. We’re gonna force her to George Lucas this shit b/c she doesn’t deserve our fandom anyway 🤷🏻‍♀️,JordyTheConch,False,0,0,0,United States
139,2020-06-11 09:03:40,Estoy entrando en un mood de bing watching harry potter :3,Daniela_SaC,False,2,0,0,United States
0,2020-06-12 23:38:11,"I know, reminds me of boarding school 😂 in the replies it shows that in the UK that they even have sports/activities like how it is in Harry Potter? Crazy",1015Camarena,False,0,1,0,United States
1,2020-06-12 23:30:45,"Quarantine puzzle #3 #puzzle #quarantine #harrypotter @ Burlington, Ontario  https://www.instagram.com/p/CBWoHmrHP5k-gJGjk_t3gOkT7vH5dXWz0cqwcI0/?igshid=12t2fekihj3l0 …",oddjobsRmythang,False,0,0,0,United States
2,2020-06-12 23:20:55,The other backpack arrived!! #Hogwarts #HarryPotter  pic.twitter.com/Y4EJZNJIVX – at Hogwarts,WitchOfTheSith,False,9,1,0,United States
3,2020-06-12 23:14:35,"It's not. Likely any movie licenses would not follow, they mention Batman and Harry Potter, but likely also including Lord of the Rings. Only good IP I could think of would be the mentioned Mortal Kombat. Maybe worthwhile to buy singularly NertherRealm and get MK vs KI started?",iDizzy81,False,2,1,0,United States
4,2020-06-12 23:03:02,currently reading Harry Potter and hating black people 😌 – at Starbucks,AshyMalik,False,180,4,7,United States
5,2020-06-12 22:41:11,"Grotesque. And in other news...the lady who invented Harry Potter turned out to be a bigot, whilest NASCAR kicked out the racists. File under 'strange future conversations with the grandkids.'",MerTheWarrior,False,1,0,0,United States
6,2020-06-12 22:39:07,If you ain't packin nothin heavier than the elder wand you don't wanna see me hamie..        #HarryPotter  pic.twitter.com/ldCe3UAZg2,JoshGrant25,False,1,0,0,United States
7,2020-06-12 22:35:47,"Ayup
People With ""Harry Potter"" Tattoos Are Asking ""What Now?"".
 https://www.buzzfeednews.com/article/laurenstrapagiel/harry-potter-tattoos-jk-rowling-transgender …

via @GoogleNews",jeffjarvis,False,5,1,1,United States
8,2020-06-12 22:31:51,"A shirt has never made me so happy and so sad all at the same time. My Snape/Lily shirt came and I absolutely love it. #Snape #Lily #HarryPotter 

""After all this time?"" 
""Always""  pic.twitter.com/FB4iA1NMyp – at Hogwarts",WitchOfTheSith,False,7,0,1,United States
9,2020-06-12 22:31:44,"@KatRamsland Why is the Harry Potter story successful?  

The Harry Potter story is successful because it contains A HERO'S JOURNEY story structure.

The HERO'S JOURNEY story structure has been analyzed and written about by Joseph Campbell.  pic.twitter.com/BeBFigUVNM",Enginethatcan,False,0,0,0,United States
10,2020-06-12 22:20:54,I need the invisibility cloak from Harry Potter so I can actually poop in private at home.,JW8605,False,3,0,1,United States
11,2020-06-12 22:11:24,"Well damn I got Harry Potter, Anna Kendrick, the rock and patty Jenkins",Angelab0424,False,2,1,0,United States
12,2020-06-12 21:29:16,@KatRamsland J.K. Rowling’s Transphobic Tweets and the Erosion of the Harry Potter Franchise | Vogue  https://www.vogue.com/article/jk-rowling-transphobic-tweets-harry-potter-franchise …,Enginethatcan,False,0,0,0,United States
13,2020-06-12 21:24:30,"Diagon Alley #harrypotter #universalstudios #gringottsbank .
.
.
.
.
#streetshared #aov #weekly_feature #createexploretakeover #shotzdelight #mkexplore #gearednomad #rsa_streetview #imaginatones #hsdailyfeature…  https://www.instagram.com/p/CBWZq4Ohh6l/?igshid=qrc7peuz4xyh …",joel8x,False,0,0,0,United States
14,2020-06-12 21:13:04,"Try reading “Harry Potter and the Methods of Rationality”! The Harry there is a bit arrogant, but very interesting !  https://www.lesswrong.com/hpmor   https://en.m.wikipedia.org/wiki/Harry_Potter_and_the_Methods_of_Rationality …",moreisdifferent,False,0,0,0,United States
15,2020-06-12 21:07:14,"Fun Fact, Harry Potter was actually set in 1960’s Columbia and all the actors decided to go with British accents to piss off the director.  https://twitter.com/sanriobIade/status/1271155225739636736 …",Konadrew,False,1,0,0,United States
16,2020-06-12 21:05:16,Maybe there is a bigger problem when they got a tattoo of Harry Potter in the first place.   Just saying . . .,sspurkapile,False,0,0,0,United States
17,2020-06-12 21:01:24,Harry Potter Marathon!! Love it! Love it! Love it! ❤️❤️❤️,meghan21578,False,1,0,0,United States
18,2020-06-12 20:59:24,Harry Potter no contest. Percy Jackson is the superior YA book series anyway...  https://twitter.com/TT_FromMTV2/status/1270367455630802946 …,calebmealer,False,2,2,0,United States
19,2020-06-12 20:48:05,The entire cast of Harry Potter to JK Rowling  pic.twitter.com/jKgTPnfeKz,jessnatale,False,1,0,0,United States
20,2020-06-12 20:38:49,Harry Potter Hogwarts Mystery needs to do these more often @ Brawley Senior Apartments  https://www.instagram.com/p/CBWUcU0DhFT/?igshid=2xqts980x1n5 …,Superman0499,False,0,0,0,United States
21,2020-06-12 20:35:46,"Y’all still like harry potter after Mrs.  
J.(o)K.(e) Rowling said all she has to say about her nasty transphobic ass opinions?? Grow up",kallieorlando,False,0,0,0,United States
22,2020-06-12 20:25:33,#MashableVideo #HarryPotter #JkRowling How to enjoy Harry Potter without J.K. Rowling  http://dlvr.it/RYWvHR  pic.twitter.com/8rjAirxQ0r,Principal_IT,False,0,0,0,United States
23,2020-06-12 20:02:00,"“Harry Potter is Scarface, Bro;
He’s, like: ‘Say Hello to my little Friend’ and then they just start zapping Bitches, with a Magic Wand!”",Rose14769109,False,0,1,0,United States
24,2020-06-12 20:00:42,"UNPRECEDENTED: Local libraries are struggling to keep up with the surging demand in anti-racism books. They tell me they haven’t seen such a back log since 50 Shades of Grey/ Harry Potter. But while your waiting, there’s more resources you can get your hands on. More at 5,6  pic.twitter.com/kKYvCG95px",LaurenNews3LV,False,16,4,4,United States
25,2020-06-12 19:48:46,"So I kind of reject the idea that Rowling can ex-post facto ruin Harry Potter for someone with her transphobia. We are a co-creators in the stories, and Rowling’s influence ends with the words on the page.",TheWryRyGuy,False,1,1,0,United States
26,2020-06-12 19:22:56,"Harry has made it in 🙌🏼 Pre-orders on the way!💜
#funko #funkopop #funkopops #harrypotter #invisibilitycloak #hinesville #hinesvillega #shopsmall #hinesvilletoys #greenlotusdreams pic.twitter.com/4Iq34e0Sjw",greenlotusdream,False,0,0,0,United States
27,2020-06-12 19:14:26,The JK Rowling vs the Cast of Harry Potter reminds me of the final scene in Twelve angry men.,lukas_copy_1,False,0,0,0,United States
28,2020-06-12 19:10:43,"So I have a question: who watches the now daily #HarryPotter marathons on SyFy? 

I mean, I watch the OnDemand for derp horror movies but whose watching for #HarryPotter?",DavenSkilnyk,False,0,0,0,United States
29,2020-06-12 19:02:04,"#flashbackfriday to our last week before lockdown with Caystage! We did Harry Potter themed classed thanks to the Fuller family, who lent us lots of props and scene setting items. And our teenage class were…  https://www.instagram.com/p/CBWJXoxpvAB/?igshid=g9m3yn2joqmf …",CaymanDrama,False,0,0,0,United States
30,2020-06-12 18:49:35,"Hahaha!! Couldn't help but laugh at this one! Still love Harry Potter in this house! #HarryPotter #HermioneGranger #SiriusBlack #Hogwarts #NevilleLongbottom #RonWeasley @ The Hammocks, Miami, Florida  https://www.instagram.com/p/CBWH8P4HUQy/?igshid=5rzg6g3m3q7l …",gbrodermann,False,2,0,0,United States
31,2020-06-12 18:35:28,I see your years around my Harry Potter loser ass rubbed off on you 😂😂,ShayLuckett15,False,0,1,0,United States
32,2020-06-12 18:29:33,I don’t know if there is a trans Harry Potter fan who didn’t find escape in JKRs books. Who didn’t fantasize what they would do with polyjuice potion or whose heart didn’t skip a beat at the Mirror of Erised. This week felt like being told “My books were never for you.”  https://twitter.com/DanaALevinson/status/1271095661166039041 …,MaiaMonet,False,7,1,0,United States
33,2020-06-12 18:22:50,“I’m a Harry Potter fan.”  https://twitter.com/Stop_Trump20/status/1271493680311013383 …,BringBackJaws,False,14,1,2,United States
34,2020-06-12 18:21:05,I'm guessing ALL trans people have Harry Potter tats.,G8orsrgr8,False,0,0,0,United States
35,2020-06-12 18:20:18,"So, is there going to be a Harry Potter book burning party like they used to do back in the day?",miggyg07,False,4,0,0,United States
36,2020-06-12 18:19:00,"To those now referring to the HP books as ""a series with no author""....so it's the Bible now? ;)

#jkrowlingisover #HarryPotter #Bible",RealAutismSpeak,False,0,0,0,United States
37,2020-06-12 18:04:20,"For once, I'm not in the mood to watch a #HarryPotter marathon on @SYFY. Thanks, @jk_rowling",jaygatties,False,0,0,0,United States
38,2020-06-12 17:56:36,"Harry Potter and The Rest of The Mandem

(im trying here)",jesseisnotfunny,False,4,1,0,United States
39,2020-06-12 17:52:32,"“We are all human, aren’t we? Every human life is worth the same, and worth saving.” Kingsley from #HarryPotter & Deathly Hallows @jk_rowling",alfredsiha,False,3,0,0,United States
40,2020-06-12 17:47:32,"I’ve seen some confusion circulating for those that are #HarryPotter fans. 

Harry Potter is more than its author. For a lot of us, it was a place of safety and hope in our youth. You can disagree with her views while still holding the series close to your heart.",VanessaMCon,False,0,0,0,United States
41,2020-06-12 17:31:52,There’s a Harry Potter marathon on. 😊😊😊,babymorggg,False,1,0,0,United States
42,2020-06-12 17:22:57,God I love Harry Potter fans ❤️  https://twitter.com/qpheevr/status/1269637114297298946 …,NatashaPeartree,False,2,0,0,United States
43,2020-06-12 17:19:43,"The Harry Potter marathons have been fun & nostalgic, but I can’t stop noticing how in the early movies Dumbledore allows himself to get caught up in administrative bullshit while he lets Harry (the one person he needs to protect to save the world) fight serpents and shit for him",TannerJames_,False,3,2,0,United States
44,2020-06-12 16:51:06,"I’m proud of these Harry Potter fans for bailing on JK Rowling

L. Ron Hubbard was also a piece of shit writer and his fans started a religion",WilliamAWatkins,False,3,0,0,United States
45,2020-06-12 16:43:20,#HarryPotter fans don't need to feel pressured to abandon the fandom simply because they are disappointed in JK Rowling you can not like the creator & still love what they made,vegasdude83,False,1,0,0,United States
46,2020-06-12 16:40:03,"You make an exceptional point though. It’s bs, the same people that kick their dogs are in here raging about this crap. Fuc* JKRowling Harry Potter and Mickey Mouse for all I care. If the man isn’t sorry for what he did, he has his reasons 🤷🏽‍♂️",AnthropMusic,False,0,1,0,United States
47,2020-06-12 16:34:58,Y’all harry potter is on,itsdizzlebitch,False,0,0,0,United States
48,2020-06-12 16:08:11,never in my wildest dreams did i think that when the country split liberals would wind up with nascar and the conservatives would get harry potter,AtavanHalen36,False,1,0,2,United States
49,2020-06-12 15:58:34,"Frankly piracy is fine. Stealing from small authors shouldn’t be encouraged... but I also wouldn’t be mad if, say, you pirates Harry Potter yo prevent J Karen Rowling from receiving money",MOMS_ARE_TOUGH,False,0,1,0,United States
50,2020-06-12 15:49:18,What a time to be alive in America...the left gets Nascar and the right gets Harry Potter. 2020 sure is weird folks.,Renegade_Ren,False,0,0,0,United States
51,2020-06-12 15:38:09,"The gang finally wrapped up the Harry Potter movie series with The Deathly Hallows pt 2 just in time for JK to open her dumb mouth and further tarnish the series legacy. 

Lots to cover vulgar humor with 0 transphobic commentary so check it out!  pic.twitter.com/PHmiP4oBvR",HMPopcornpod,False,19,0,12,United States
52,2020-06-12 15:37:42,"My 6-yo was in the middle of reading  J. K. Rowling’s latest book online. After she found out about some of Rowling’s latest transphobic views, she decided to not finish the book and called her best friend, a Harry Potter fan, to let her know. She had a lot to say ❤️",SohaBayoumi,False,1,0,0,United States
53,2020-06-12 15:26:31,I will check out the books still then 😁 I love the Harry Potter movies! Do you think the books are better than the movies?,nolan_syreeta,False,0,1,0,United States
54,2020-06-12 15:20:29,I’m thrilled to hear someone appreciated the Harry Potter reference ✊🏻,DannyNokes,False,0,0,0,United States
55,2020-06-12 15:20:06,"Fighting Stigma : Artemis Fowl looks like Harry Potter with Men in Black's weaponry, says Chris Knight: Consider this: Had the cinematic version of the kids' novel taken flight in 2001 ... The setting is modern-day Ireland, where boy millionaire Artemis…  http://dlvr.it/RYW10b ",pairsonnalitesN,False,0,0,0,United States
56,2020-06-12 15:04:47,"Love the eary Harry Potter films, but Home Alone just nails it - the visual style, the mood/tone. It’s a Christmas classic and I watch it yearly.",Matty_Durham,False,1,0,0,United States
57,2020-06-12 14:59:59,"So let me get this straight: NASCAR is contributing to the BLM cause with all of their heart. But some how we lost Harry Potter to the right?

Is this a Chappelle's Show skit?",TheKirkFM,False,6,1,0,United States
58,2020-06-12 14:46:53,Harry Potter y el misterio de pinche JK Rowling nos rompiste el ♥️,PamelaParodi,False,1,0,0,United States
59,2020-06-12 14:41:11,A Harry Potter game was leaked/teased a bit ago. I’m holding out hope!,philipneyman,False,0,0,0,United States
60,2020-06-12 14:37:30,THIS. There are Harry Potter fans all over the world will call themselves wizards and witches....and that’s their right.  https://twitter.com/billyeichner/status/1271120326659723264 …,scottskramer,False,0,0,0,United States
61,2020-06-12 14:32:18,I hated Harry Potter before it was cool,Pwnitz,False,1,0,0,United States
62,2020-06-12 14:29:05,"You should read In Other Lands by Sarah Rees Brennan. 
It feels kind of like Harry Potter/chosen one satire but there’s so much more to it and it’s hilarious and I loved all the characters.",Dani_is_Frank,False,1,1,0,United States
63,2020-06-12 14:20:40,Another view at #HarryPotter and #JKRowling ‘s progressive (??) views 😀 https://twitter.com/rosieatlarge/status/1270780873093320706 …,gshankd,False,1,0,0,United States
64,2020-06-12 14:14:35,"Her career is over and there should be a ""JK Rowling Sucks"" night, just like the infamous ""Disco Sucks"" night where people get to burn every Harry Potter book that old hag ever wrote!🤬✊",That70sChk,False,5,0,0,United States
65,2020-06-12 14:12:39,"To my new followers, welcome.

I forewarn you, I tweet a lot and fan girl about Star Wars and the Harry Potter fandom mixed with astronomy, food and silly Tik Tok videos. I am not everyones cup of tea so buckle up and if you decide to unfollow I'm fine with that too.

Love,
Sithy",WitchOfTheSith,False,43,9,2,United States
66,2020-06-12 14:12:22,Harry Potter and the Audacity of this B*tch!  https://twitter.com/IvanDuque/status/1271209219719680000 …,CanalEliBernal,False,9,0,0,United States
67,2020-06-12 13:45:44,"Read that #ArtemisFowl received …less than rave reviews upon release on Disney+. 🙁Also saw a review describing AF as “Disney’s Harry Potter.” Has that person actually read the books? They’re nothing alike in my opinion. …Well, they both have the word “magic” in them. 🙄",iamdashingdave,False,0,0,0,United States
68,2020-06-12 13:18:57,This is the highlight of my week! #hp #HarryPotter #PercyWeasley pic.twitter.com/D2nNTwAwSe,Ames921,False,1,0,0,United States
69,2020-06-12 13:07:46,"Stolen and reposted: 

""America's divorce is really something. The left got NASCAR and the bigots got Harry Potter.""",justmeMattBaker,False,0,0,0,United States
70,2020-06-12 11:50:16,"Like her hero Harry Potter, she to can be mistaken.  Learn, and speak out.  Joining the Order of the Phoenix",Evan53236847,False,0,0,0,United States
71,2020-06-12 11:41:11,Can we just admit Harry Potter is badly written,MOMS_ARE_TOUGH,False,4,1,0,United States
72,2020-06-12 10:58:20,"File under 'future weird conversations with the grandkids': 
""And then the lady who invented Harry Potter turned out to be a bigot, and NASCAR kicked out the racists."" Strange times.",MerTheWarrior,False,1,0,0,United States
73,2020-06-12 10:52:57,Harry Potter,TheRealScant,False,0,1,0,United States
0,2020-06-13 23:51:12,Why are they running from the snatchers and not using their wands/magic to escape? WHAT GOOD IS FOR MAGIC FOR THEN? #HarryPotter #DeathlyHollows,sweeetbea,False,0,0,0,United States
1,2020-06-13 23:32:36, https://g.co/kgs/rfHg5s  The first time the name Harry Potter was used classic 80s film Troll Noah Hathaway played as Harry Potter Jr.  So was the name used later in the films ?,wolveman71,False,0,0,0,United States
2,2020-06-13 23:32:26,rewatching Harry Potter and its getting me tight cus I wouldve been crucio & avada kedavra everyone & their mothers 🐍,iamxhollywood,False,0,0,0,United States
3,2020-06-13 23:25:43,Aye man...I'm just gonna go ahead and say it...the first two Harry Potter films suck.,EvilMarsupials,False,0,0,0,United States
4,2020-06-13 23:13:11,"This cache is called ""Daniel R."" I couldn't help but think about Daniel and Rupert and Emma and the Whomping Willow. And Scabbers. #geocaching #harrypotter #yesimweird pic.twitter.com/FQkPfBOzPr – at Caledon Natural Area State Park",runningbereaved,False,3,0,2,United States
5,2020-06-13 23:07:02,* not that choosing not to watch Harry Potter is inconsequential. Definitely been done with its author for quite some time.,nicholas_heide,False,0,0,0,United States
6,2020-06-13 22:55:21,My accomplishment for the day - getting my mom and Aunt to take The Sorting Hat Quiz. #HarryPotter,gracefulwldthng,False,2,0,0,United States
7,2020-06-13 22:22:39,Rad. I think we are going to try Jurassic World or Harry Potter.,ngeidner,False,0,0,0,United States
8,2020-06-13 22:13:48,Never in a million years could I have imagined when the country split the liberals would get #NASCAR and the conservatives would get #HarryPotter.,rebelsinexile,False,4,0,4,United States
